kategoria;nazwa;cena;opis;zdjecia
Układanki/Snake;QiYi 24-Block Magic Snake Transparent;14,99 zł;;https://strefa-kostek.pl/34367-home_default/qiyi-24-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34472-thickbox_default/qiyi-24-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34367-thickbox_default/qiyi-24-block-magic-snake-transparent.jpg
Układanki/Snake;DianSheng 72-Block Magic Snake Transparent;39,99 zł;;https://strefa-kostek.pl/34371-home_default/diansheng-72-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34479-thickbox_default/diansheng-72-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34371-thickbox_default/diansheng-72-block-magic-snake-transparent.jpg
Układanki/Snake;DianSheng 60-Block Magic Snake Transparent;29,99 zł;;https://strefa-kostek.pl/34372-home_default/diansheng-60-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34481-thickbox_default/diansheng-60-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34372-thickbox_default/diansheng-60-block-magic-snake-transparent.jpg
Układanki/Snake;DianSheng 48-Block Magic Snake Transparent;24,99 zł;;https://strefa-kostek.pl/34373-home_default/diansheng-48-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34483-thickbox_default/diansheng-48-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34373-thickbox_default/diansheng-48-block-magic-snake-transparent.jpg
Układanki/Snake;DianSheng 36-Block Magic Snake Transparent;19,99 zł;;https://strefa-kostek.pl/34374-home_default/diansheng-36-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34485-thickbox_default/diansheng-36-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34374-thickbox_default/diansheng-36-block-magic-snake-transparent.jpg
Układanki/Snake;DianSheng 24-Block Magic Snake Transparent;14,99 zł;;https://strefa-kostek.pl/34375-home_default/diansheng-24-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34487-thickbox_default/diansheng-24-block-magic-snake-transparent.jpg, https://strefa-kostek.pl/34375-thickbox_default/diansheng-24-block-magic-snake-transparent.jpg
Układanki/Snake;YJ Panda-Style 24-Block Magic Snake;19,99 zł;;https://strefa-kostek.pl/34555-home_default/yj-panda-style-24-block-magic-snake.jpg, https://strefa-kostek.pl/34555-thickbox_default/yj-panda-style-24-block-magic-snake.jpg, https://strefa-kostek.pl/34556-thickbox_default/yj-panda-style-24-block-magic-snake.jpg
Układanki/Snake;YJ Dopamine-Style 24-Block Magic Snake;19,99 zł;;https://strefa-kostek.pl/34557-home_default/yj-dopamine-style-24-block-magic-snake.jpg, https://strefa-kostek.pl/34557-thickbox_default/yj-dopamine-style-24-block-magic-snake.jpg, https://strefa-kostek.pl/34558-thickbox_default/yj-dopamine-style-24-block-magic-snake.jpg
Układanki/Snake;YJ Camping-Style 24-Block Magic Snake;19,99 zł;;https://strefa-kostek.pl/34561-home_default/yj-camping-style-24-block-magic-snake.jpg, https://strefa-kostek.pl/34561-thickbox_default/yj-camping-style-24-block-magic-snake.jpg, https://strefa-kostek.pl/34562-thickbox_default/yj-camping-style-24-block-magic-snake.jpg
Układanki/Snake;DianSheng 24 Blocks Snake;9,99 zł;;https://strefa-kostek.pl/34882-home_default/diansheng-24-blocks-snake.jpg, https://strefa-kostek.pl/34882-thickbox_default/diansheng-24-blocks-snake.jpg
Układanki/Snake;DianSheng 48 Blocks Snake;13,99 zł;;https://strefa-kostek.pl/34883-home_default/diansheng-48-blocks-snake.jpg, https://strefa-kostek.pl/34883-thickbox_default/diansheng-48-blocks-snake.jpg
Układanki/Snake;DianSheng 24 Blocks Hollow Snake;9,99 zł;;https://strefa-kostek.pl/34884-home_default/diansheng-24-blocks-hollow-snake.jpg, https://strefa-kostek.pl/34884-thickbox_default/diansheng-24-blocks-hollow-snake.jpg, https://strefa-kostek.pl/34885-thickbox_default/diansheng-24-blocks-hollow-snake.jpg
Układanki/Snake;DianSheng 36 Blocks Hollow Snake;14,99 zł;;https://strefa-kostek.pl/34886-home_default/diansheng-36-blocks-hollow-snake.jpg, https://strefa-kostek.pl/34886-thickbox_default/diansheng-36-blocks-hollow-snake.jpg, https://strefa-kostek.pl/34887-thickbox_default/diansheng-36-blocks-hollow-snake.jpg
Układanki/Snake;QiYi 60 Blocks Magic Snake;24,99 zł;;https://strefa-kostek.pl/34894-home_default/qiyi-60-blocks-magic-snake.jpg, https://strefa-kostek.pl/34894-thickbox_default/qiyi-60-blocks-magic-snake.jpg, https://strefa-kostek.pl/34895-thickbox_default/qiyi-60-blocks-magic-snake.jpg
Smary;Smar do kostek LUBEST PRO™;19,99 zł;"LUBEST PRO™  to kontynuacja sukcesu  XMT 10 . Powstał w wyniku wielu testów i wielomiesięcznego poszukiwania.  LUBEST PRO™  to silikonowy smar o wyższej lepkości od  XMT 10 , zapewniający bardzo szybkie i gładkie poruszanie. Wysoka lepkość i specjalna formuła zapewnia bardzo długotrwałe działanie, i umożliwia lepsze smarowanie elementów o wysokiej sile docisku, takich jak sprężyny i wewnętrzne pierścienie w kostkach parzystych. Smar znacząco obniża tarcie statyczne, jednocześnie ograniczając maksymalną prędkość poruszania kostki, co poprawia kontrolę i zapewnia płynność poruszania. 
 Idealnie nadaje się do mieszania z innymi smarami silikonowymi.";https://strefa-kostek.pl/27855-home_default/smar-do-kostek-lubest-pro.jpg, https://strefa-kostek.pl/27855-thickbox_default/smar-do-kostek-lubest-pro.jpg, https://strefa-kostek.pl/27857-thickbox_default/smar-do-kostek-lubest-pro.jpg
Smary;Smar do kostek LUBEST™ XMT 10;14,99 zł;"Smar do kostek   LUBEST™ XMT 10  powstał w wyniku wielomiesięcznych poszukiwań  i testów. Szukaliśmy substancji, która idealnie nadawałaby się do smarowania kostek. Kombinacja składników użyta w smarze  LUBEST™ XMT 10  znacząco zwiększa właściwości rotacyjne, przyśpiesza i powoduje mniejszy opór przy poruszaniu.  Pozytywne efekty użycia smaru utrzymują się przez  długi czas . Dodatkowo chroni i konserwuje elementy układanek.  
  Przed premierą smaru LUBEST™ XMT 10 zapytaliśmy naszych fanów na facebooku czy chcieliby przetestować smar, stosując go do smarowania różnych posiadanych przez siebie kostek. Zainteresowanie było ogromne, losowo wybraliśmy 10 osób. Dodatkowo wysłaliśmy również smar do czołowych polskich zawodników.  Po przeprowadzeniu testów wszyscy testerzy otrzymali ankiety ewaluacyjne, w których przedstawili wyniki swoich testów.      Liczba testerów: 20 osób, w tym :  
 
  10 wylosowanych testerów  
  10 czołowych polskich zawodników  
 
    Łączna liczba dni testowych: 91 (~3 miesiące)      Łączna liczba kostek na których był testowany smar: 115 (~6 kostek na jednego testera)   Ankieta była oparta na 9 pytaniach w skali od 1 do 10 oraz 6 pytaniach uzupełniających.  
  
      Poniżej przedstawiamy pytania z ankiety wraz ze średnią arytmetyczną wyników odpowiedzi.    Jak oceniasz poprawę szybkości kostki po zastosowaniu smaru?      Jak oceniasz zmniejszenie tarcia elementów kostki po zastosowaniu smaru?      Jak oceniasz długość utrzymywania się efektu nasmarowania?      Jak jest Twoja ogólna ocena smaru LUBEST™ XMT 10?      Jak oceniasz szczelność opakowania?      Jak oceniasz praktyczność opakowania?      Jak oceniasz wygląd produktu?      Ogólna ocena opakowania.      Jak smar LUBEST™ XMT 10 wypada w porównaniu do innych stosowanych przez Ciebie smarów?       Czy poleciłbyś smar LUBEST™ XMT 10 innym osobom układającym kostki?  W tym pytaniu możliwe były 4 warianty odpowiedzi: zdecydowanie tak, tak, nie, zdecydowanie nie   
             Podsumowanie  Smar do kostek LUBEST™ XMT 10 otrzymał ogólną ocenę na poziome  8.9/10  (średnia arytmetyczna ze wszystkich kategorii).  100%  osób testujących poleciłoby smar, a  90%  z nich zrobiłoby to w sposób zdecydowany.    W filmie poniżej znajduję się opinia jednego z testerów.";https://strefa-kostek.pl/27854-home_default/smar-do-kostek-lubest-xmt-10.jpg, https://strefa-kostek.pl/27854-thickbox_default/smar-do-kostek-lubest-xmt-10.jpg, https://strefa-kostek.pl/27856-thickbox_default/smar-do-kostek-lubest-xmt-10.jpg
Smary;Smar do kostek Adheron;9,99 zł;"Adheron  to  nowy ,  specjalistyczny  smar stworzony z myślą o  profesjonalistach . 
 Powstał on w wyniku wielomiesięcznego poszukiwania balansu między lekkością poruszania kostki, a zdolnością do samoczynnego hamowania ruchów. Przypadłością dużej części smarów, szczególnie tych opartych na wodzie, jest częsty brak dynamicznego oporu, co skutkuje niechcianymi przestrzałami ruchów i zmniejszeniem stabilności poruszania przy układaniu.  Wadą gęstych smarów nastawionych na spowalnianie kostek jest ich wysoka dynamiczna zmienność oporu, co skutkuje tzw. gumowym feelingiem, co w połączeniu z przyspieszaniem takich smarów wraz z układaniem, utrudnia optymalne ustawienie kostki. 
  Adheron   całkowicie niweluje te problemy . Jego nie za wysoka lepkość sprawia, że nie nadaje on gumowego feelingu kostce, a odpowiednio dobrany skład zapewnia stały, średni opór dynamiczny, zapewniający stabilne hamowanie ścian kostek. Nadaje on średniego oporu kostkom i usuwa uczucie suchości. 
  Adheron  to idealny smar do szybkich kostek i dla speedcuberów wymagających płynniejszego i stabilniejszego poruszania.";https://strefa-kostek.pl/27851-home_default/smar-do-kostek-adheron.jpg, https://strefa-kostek.pl/27851-thickbox_default/smar-do-kostek-adheron.jpg, https://strefa-kostek.pl/27860-thickbox_default/smar-do-kostek-adheron.jpg
Smary;Smar do kostek Adheron Heavy;9,99 zł;"Adheron Heavy  to  nowy ,  specjalistyczny  smar stworzony z myślą o  profesjonalistach . 
 Powstał on w wyniku wielomiesięcznego poszukiwania balansu między lekkością poruszania kostki, a zdolnością do samoczynnego hamowania ruchów. Przypadłością dużej części smarów, szczególnie tych opartych na wodzie, jest częsty brak dynamicznego oporu, co skutkuje niechcianymi przestrzałami ruchów i zmniejszeniem stabilności poruszania przy układaniu.  Wadą gęstych smarów nastawionych na spowalnianie kostek jest ich wysoka dynamiczna zmienność oporu, co skutkuje tzw. gumowym feelingiem, co w połączeniu z przyspieszaniem takich smarów wraz z układaniem, utrudnia optymalne ustawienie kostki. 
  Adheron Heavy   całkowicie niweluje te problemy . Ma on wysoką lepkość, co znacząco zwiększa opór zbyt lekko chodzących kostek i usuwa odczucie suchości. Jest on silnym spowalniaczem, więc zalecane jest oszczędne dozowanie. 
  Adheron Heavy  to idealny smar do szybkich kostek i dla speedcuberów wymagających płynniejszego i stabilniejszego poruszania. Ze względu na swoją wysoką lepkość, idealnie nadaje się do smarowania łożysk.";https://strefa-kostek.pl/27852-home_default/smar-do-kostek-adheron-heavy.jpg, https://strefa-kostek.pl/27852-thickbox_default/smar-do-kostek-adheron-heavy.jpg, https://strefa-kostek.pl/27859-thickbox_default/smar-do-kostek-adheron-heavy.jpg
Smary;Smar MoYu V1;13,99 zł;"Jeden z trzech smarów wydanych przez firmę MoYu. 
 Smar MoYu V1 to niskiej gęstości smar silikonowy mający na celu wygładzenie feelingu kostki i sprawienie, że jest ona łatwiejsza do kontrolowania w rękach. Przychodzi on w 5ml buteleczce z wygodnym dziubkiem do wlewania go pomiędzy elementy.";https://strefa-kostek.pl/21933-home_default/smar-moyu-v1.jpg, https://strefa-kostek.pl/21933-thickbox_default/smar-moyu-v1.jpg, https://strefa-kostek.pl/18176-thickbox_default/smar-moyu-v1.jpg
Smary;Smar Cubicle Lubicle 1;24,49 zł;;https://strefa-kostek.pl/21940-home_default/smar-cubicle-lubicle-1.jpg, https://strefa-kostek.pl/21940-thickbox_default/smar-cubicle-lubicle-1.jpg
Smary;Smar do kostek Adheron Lite;9,99 zł;"Adheron Lite  to  nowy ,  specjalistyczny  smar stworzony z myślą o  profesjonalistach . 
 Powstał on w wyniku wielomiesięcznego poszukiwania balansu między lekkością poruszania kostki, a zdolnością do samoczynnego hamowania ruchów. Przypadłością dużej części smarów, szczególnie tych opartych na wodzie, jest częsty brak dynamicznego oporu, co skutkuje niechcianymi przestrzałami ruchów i zmniejszeniem stabilności poruszania przy układaniu.  Wadą gęstych smarów nastawionych na spowalnianie kostek jest ich wysoka dynamiczna zmienność oporu, co skutkuje tzw. gumowym feelingiem, co w połączeniu z przyspieszaniem takich smarów wraz z układaniem, utrudnia optymalne ustawienie kostki. 
  Adheron   całkowicie niweluje te problemy . Jego niska lepkość sprawia, że nie zwiększa on oporu kostki, jednocześnie zapewniając idealną płynność, bez gumowatego odczucia. Służy idealnie jako rozcieńczalnik do znacznie gęstszych smarów silikonowych, z którymi idealnie współgra. 
  Adheron Lite  to idealny smar do wszelkich kostek i dla speedcuberów wymagających płynniejszego poruszania.";https://strefa-kostek.pl/27853-home_default/smar-do-kostek-adheron-lite.jpg, https://strefa-kostek.pl/27853-thickbox_default/smar-do-kostek-adheron-lite.jpg, https://strefa-kostek.pl/27858-thickbox_default/smar-do-kostek-adheron-lite.jpg
Smary;Smar MoFangGe M-1;8,99 zł;MoFangGe M-1 to rzadki smar oparty na wodzie, służący do przyspieszania kostek, jest odpowiednikiem smarów taki jak: Maru, Z-lube, X-lube.;https://strefa-kostek.pl/22719-home_default/smar-mofangge-m-1.jpg, https://strefa-kostek.pl/22719-thickbox_default/smar-mofangge-m-1.jpg, https://strefa-kostek.pl/22857-thickbox_default/smar-mofangge-m-1.jpg
Smary;Smar Z-Lube;4,99 zł;"Z-Lube to alternatywa dla popularnego smaru Maru. 
 Smar oparty na wodzie. Jego działanie to przyspieszanie kostek na krótki czas.  Smar przychodzi do nas w 10ml butelce.";https://strefa-kostek.pl/22715-home_default/smar-z-lube.jpg, https://strefa-kostek.pl/22715-thickbox_default/smar-z-lube.jpg
Smary;Smar Cubicle Angstrom Dignitas;29,99 zł;Kolejny smar z pod znaku  Angstrom .   Tym razem mamy smar, który stawia na  złagodzenie poruszania  i wyciszenie kostki przy średniej lepkości. Dodatkowo ten smar  zabezpiecza kostki przed nadmiernym zcieraniem się plastiku .  Smar przychodzi do nas w opakowaniu 5ml wraz z patyczkiem medycznym do aplikowania go na kostce.;https://strefa-kostek.pl/26297-home_default/smar-cubicle-angstrom-dignitas.jpg, https://strefa-kostek.pl/26297-thickbox_default/smar-cubicle-angstrom-dignitas.jpg, https://strefa-kostek.pl/26298-thickbox_default/smar-cubicle-angstrom-dignitas.jpg
Smary;Smar Cubicle Angstrom Gravitas;29,99 zł;Angstrom Gravitas jest smarem bardzo gęstym. Został on stworzony, aby kostki były bardziej sabilne i bardzo gładkie jeżeli chodzi o feeling. Wraz ze smarem dostajemy mały patyczek z niewielką, miękką szczoteczką do aplikacji smaru. Przez swoje właściwośći zalecane jest rozsądne korzystanie.;https://strefa-kostek.pl/26300-home_default/smar-cubicle-angstrom-gravitas.jpg, https://strefa-kostek.pl/26300-thickbox_default/smar-cubicle-angstrom-gravitas.jpg, https://strefa-kostek.pl/26299-thickbox_default/smar-cubicle-angstrom-gravitas.jpg
Smary;Smar Cubicle Compound X;24,49 zł;;https://strefa-kostek.pl/26302-home_default/smar-cubicle-compound-x.jpg, https://strefa-kostek.pl/26302-thickbox_default/smar-cubicle-compound-x.jpg, https://strefa-kostek.pl/26301-thickbox_default/smar-cubicle-compound-x.jpg
Smary;Smar Cubicle Silicone Weight 5;34,99 zł;Smary Lubicle weight to smary bazowane na silikonie. Charakteryzują się one różnymi specyfikacjami i efektem po użyciu. Różnią się one gęstością wyrażaną numerycznie. Odpowiednio Lubicle Weight 1 jest najcieńszy, najmniej gęsty a Lubicle Weight 5 najgrubszy i najgęstszy spośród reszty. Smary cieńsze, czyli Weight 1,2 służą głównie do pozbycia się uczucia suchości z kostki oraz nadania gładszego feelingu układance, zaś grubsze i gęstsze, czyli Weight 4,5 służą do zdecydowanego spowolnienia układanki, ale równie dobrze sprawdzają się w przypadku gdy chcemy nasmarować metalowe elementy krzyżaka. Wybór gęstości smaru zależy od preferencji użytkownika i celu, w jakim będzie on używany.;https://strefa-kostek.pl/26303-home_default/smar-cubicle-silicone-weight-5.jpg, https://strefa-kostek.pl/26303-thickbox_default/smar-cubicle-silicone-weight-5.jpg
Smary;Smar Cubicle Labs Mystic;34,99 zł;Pierwszy na świecie smar, stworzony na bazie roślin. Jest on średniej gęstości i warto wspomniieć, że smar ten powstał aby dawać bardzo miękki i lekko gumowaty feeling, oraz wyciszyć kostkę. Zaleca się zużycie smaru w przeciągu roku od otwarcia.;https://strefa-kostek.pl/26307-home_default/smar-cubicle-labs-mystic.jpg, https://strefa-kostek.pl/26307-thickbox_default/smar-cubicle-labs-mystic.jpg, https://strefa-kostek.pl/26305-thickbox_default/smar-cubicle-labs-mystic.jpg
Smary;Smar Cubicle Labs Silk;34,99 zł;Smar Cubicle Lab Silk jest ulepszoną wersją starego smaru Silk. Jest to smar o średniej gęstości, który daje kostce poślizgu oraz wyciszą ją.;https://strefa-kostek.pl/26308-home_default/smar-cubicle-labs-silk.jpg, https://strefa-kostek.pl/26308-thickbox_default/smar-cubicle-labs-silk.jpg, https://strefa-kostek.pl/26309-thickbox_default/smar-cubicle-labs-silk.jpg
Smary;Smar Cubicle DNM-37;34,99 zł;Najszybszy smar, który można by nazwać boosterem do kostek. Smar na bazie wody, który przyspiesza układanki dosłownie chwilę po nasmarowaniu.;https://strefa-kostek.pl/26311-home_default/smar-cubicle-dnm-37.jpg, https://strefa-kostek.pl/26311-thickbox_default/smar-cubicle-dnm-37.jpg, https://strefa-kostek.pl/26310-thickbox_default/smar-cubicle-dnm-37.jpg
Smary;Smar Cubicle Lubicle Speedy;34,99 zł;Lubicle Speedy to smar charakteryzujący się średnią gęstością. Nadaje się on idealnie do posmarowana elementów mechanizmu wewnętrznego. Nadaje on kostce przyjemny gumowy feeling i lekko przyśpiesza kostkę. Do wyrobienia smaru nie potrzeba wielu ułożeń.;https://strefa-kostek.pl/26313-home_default/smar-cubicle-lubicle-speedy.jpg, https://strefa-kostek.pl/26313-thickbox_default/smar-cubicle-lubicle-speedy.jpg, https://strefa-kostek.pl/26312-thickbox_default/smar-cubicle-lubicle-speedy.jpg
Smary;Smar Cubicle MAX Fleet;39,99 zł;Smar kojażony głównie ze znanym i poważanym zawodnikiem, jakim jest Max Park. Jest to smar nienewtonowski, przez co zachowanie kostki po jeg użyciu może się zmieniać.   !UWAGA!    APLIKOWAĆ ZE SZCZEGÓLNĄ OSTROŻNOŚCIĄ;https://strefa-kostek.pl/26315-home_default/smar-cubicle-max-fleet.jpg, https://strefa-kostek.pl/26315-thickbox_default/smar-cubicle-max-fleet.jpg
Smary;Smar Cubicle Traxxas 50k;39,99 zł;Bardzo gęsty sylikonowy smar, który idealnie nada się do smarowania wewnętrznych elementów układanek, lub na łączenia, które są na elementahc centralnych.;https://strefa-kostek.pl/26316-home_default/smar-cubicle-traxxas-50k.jpg, https://strefa-kostek.pl/26316-thickbox_default/smar-cubicle-traxxas-50k.jpg
Smary;Smar GAN Lube v1 (10 ml);14,99 zł;Nowy silikonowy smar, niskiej gęstości od GANa.;https://strefa-kostek.pl/28071-home_default/smar-gan-lube-v1-10-ml.jpg, https://strefa-kostek.pl/28071-thickbox_default/smar-gan-lube-v1-10-ml.jpg
Smary;Smar MoFangGe M-Lube;5,99 zł;;https://strefa-kostek.pl/27366-home_default/smar-mofangge-m-lube.jpg, https://strefa-kostek.pl/27366-thickbox_default/smar-mofangge-m-lube.jpg
Smary;Smar MoYu V2;7,99 zł;"Jeden z trzech smarów wydanych przez firmę MoYu. 
 Smar MoYu V1 to niskiej gęstości smar silikonowy mający na celu wygładzenie feelingu kostki i sprawienie, że jest ona łatwiejsza do kontrolowania w rękach. Przychodzi on w 5ml buteleczce z wygodnym dziubkiem do wlewania go pomiędzy elementy.";https://strefa-kostek.pl/27365-home_default/smar-moyu-v2.jpg, https://strefa-kostek.pl/27365-thickbox_default/smar-moyu-v2.jpg
Smary;Smar Dayan;6,99 zł;;https://strefa-kostek.pl/27307-home_default/smar-dayan.jpg, https://strefa-kostek.pl/27307-thickbox_default/smar-dayan.jpg
Smary;Smar XMD Lube;14,99 zł;;https://strefa-kostek.pl/27339-home_default/smar-xmd-lube.jpg, https://strefa-kostek.pl/27339-thickbox_default/smar-xmd-lube.jpg, https://strefa-kostek.pl/27340-thickbox_default/smar-xmd-lube.jpg
Smary;Smar GAN Lube v1 (2 ml);8,99 zł;Jeden z najnowszych, ulepszonych smarów od firmy GAN.;https://strefa-kostek.pl/28057-home_default/smar-gan-lube-v1-2-ml.jpg, https://strefa-kostek.pl/28057-thickbox_default/smar-gan-lube-v1-2-ml.jpg
Smary;Smar GAN Lube v2 (10 ml);18,99 zł;Jeden z najnowszych, ulepszonych smarów od firmy GAN.;https://strefa-kostek.pl/28072-home_default/smar-gan-lube-v2-10-ml.jpg, https://strefa-kostek.pl/28072-thickbox_default/smar-gan-lube-v2-10-ml.jpg
Smary;Smar GAN Lube v3 (10 ml);18,99 zł;"Jeden z najnowszych, ulepszonych smarów od firmy GAN. 
 Jest to smar oznaczony numerem 3, i jego zadaniem jest poprawienia kontroli układanki. Smar jest przeznaczony do wewnętrznych elementów układanki.      
  ";https://strefa-kostek.pl/28073-home_default/smar-gan-lube-v3-10-ml.jpg, https://strefa-kostek.pl/28073-thickbox_default/smar-gan-lube-v3-10-ml.jpg
Smary;Smar Cubicle FZ-Calm;34,99 zł;;https://strefa-kostek.pl/32244-home_default/smar-cubicle-fz-calm.jpg, https://strefa-kostek.pl/32244-thickbox_default/smar-cubicle-fz-calm.jpg, https://strefa-kostek.pl/32243-thickbox_default/smar-cubicle-fz-calm.jpg
Smary;Smar Cubicle FZ-Rush;34,99 zł;;https://strefa-kostek.pl/32245-home_default/smar-cubicle-fz-rush.jpg, https://strefa-kostek.pl/32245-thickbox_default/smar-cubicle-fz-rush.jpg, https://strefa-kostek.pl/32246-thickbox_default/smar-cubicle-fz-rush.jpg
Smary;Smar Cubicle Lubicle Black;39,99 zł;;https://strefa-kostek.pl/33126-home_default/smar-cubicle-lubicle-black.jpg, https://strefa-kostek.pl/33126-thickbox_default/smar-cubicle-lubicle-black.jpg
Smary;Smar Cubicle FZ Glide;34,99 zł;;https://strefa-kostek.pl/32557-home_default/smar-cubicle-fz-glide.jpg, https://strefa-kostek.pl/32557-thickbox_default/smar-cubicle-fz-glide.jpg
Smary;Smar Cubicle Silicone Weight 4;34,99 zł;Smary Lubicle weight to smary bazowane na silikonie. Charakteryzują się one różnymi specyfikacjami i efektem po użyciu. Różnią się one gęstością wyrażaną numerycznie. Odpowiednio Lubicle Weight 1 jest najcieńszy, najmniej gęsty a Lubicle Weight 5 najgrubszy i najgęstszy spośród reszty. Smary cieńsze, czyli Weight 1,2 służą głównie do pozbycia się uczucia suchości z kostki oraz nadania gładszego feelingu układance, zaś grubsze i gęstsze, czyli Weight 4,5 służą do zdecydowanego spowolnienia układanki, ale równie dobrze sprawdzają się w przypadku gdy chcemy nasmarować metalowe elementy krzyżaka. Wybór gęstości smaru zależy od preferencji użytkownika i celu, w jakim będzie on używany.;https://strefa-kostek.pl/32561-home_default/smar-cubicle-silicone-weight-4.jpg, https://strefa-kostek.pl/32561-thickbox_default/smar-cubicle-silicone-weight-4.jpg
Smary;Smar Cubicle Silicone Weight 3;34,99 zł;Smary Lubicle weight to smary bazowane na silikonie. Charakteryzują się one różnymi specyfikacjami i efektem po użyciu. Różnią się one gęstością wyrażaną numerycznie. Odpowiednio Lubicle Weight 1 jest najcieńszy, najmniej gęsty a Lubicle Weight 5 najgrubszy i najgęstszy spośród reszty. Smary cieńsze, czyli Weight 1,2 służą głównie do pozbycia się uczucia suchości z kostki oraz nadania gładszego feelingu układance, zaś grubsze i gęstsze, czyli Weight 4,5 służą do zdecydowanego spowolnienia układanki, ale równie dobrze sprawdzają się w przypadku gdy chcemy nasmarować metalowe elementy krzyżaka. Wybór gęstości smaru zależy od preferencji użytkownika i celu, w jakim będzie on używany.;https://strefa-kostek.pl/32560-home_default/smar-cubicle-silicone-weight-3.jpg, https://strefa-kostek.pl/32560-thickbox_default/smar-cubicle-silicone-weight-3.jpg
Smary;Smar Cubicle Silicone Weight 2;34,99 zł;Smary Lubicle weight to smary bazowane na silikonie. Charakteryzują się one różnymi specyfikacjami i efektem po użyciu. Różnią się one gęstością wyrażaną numerycznie. Odpowiednio Lubicle Weight 1 jest najcieńszy, najmniej gęsty a Lubicle Weight 5 najgrubszy i najgęstszy spośród reszty. Smary cieńsze, czyli Weight 1,2 służą głównie do pozbycia się uczucia suchości z kostki oraz nadania gładszego feelingu układance, zaś grubsze i gęstsze, czyli Weight 4,5 służą do zdecydowanego spowolnienia układanki, ale równie dobrze sprawdzają się w przypadku gdy chcemy nasmarować metalowe elementy krzyżaka. Wybór gęstości smaru zależy od preferencji użytkownika i celu, w jakim będzie on używany.;https://strefa-kostek.pl/32559-home_default/smar-cubicle-silicone-weight-2.jpg, https://strefa-kostek.pl/32559-thickbox_default/smar-cubicle-silicone-weight-2.jpg
Smary;Smar Cubicle Silicone Weight 1;34,99 zł;Smary Lubicle weight to smary bazowane na silikonie. Charakteryzują się one różnymi specyfikacjami i efektem po użyciu. Różnią się one gęstością wyrażaną numerycznie. Odpowiednio Lubicle Weight 1 jest najcieńszy, najmniej gęsty a Lubicle Weight 5 najgrubszy i najgęstszy spośród reszty. Smary cieńsze, czyli Weight 1,2 służą głównie do pozbycia się uczucia suchości z kostki oraz nadania gładszego feelingu układance, zaś grubsze i gęstsze, czyli Weight 4,5 służą do zdecydowanego spowolnienia układanki, ale równie dobrze sprawdzają się w przypadku gdy chcemy nasmarować metalowe elementy krzyżaka. Wybór gęstości smaru zależy od preferencji użytkownika i celu, w jakim będzie on używany.;https://strefa-kostek.pl/32558-home_default/smar-cubicle-silicone-weight-1.jpg, https://strefa-kostek.pl/32558-thickbox_default/smar-cubicle-silicone-weight-1.jpg
Smary;Smar Cubicle Angstrom Celeritas;49,99 zł;"Celeritas to dwuskładnikowy smar, składający się z odczynnika A i odczynnika B. Podobnie jak inne dwuskładnikowe produkty, takie jak żywice epoksydowe czy utwardzacze silikonowe, Celeritas przechodzi reakcję chemiczną po zmieszaniu obu składników i nie może być pakowany jako jednoskładnikowy preparat. Ten smar zapewnia szybkie i płynne obracanie kostki.   
 Odczynnik A: 
 Jest to specjalna zawiesina silikonowa zawierająca monomery na bazie węgla. Silikon i specjalne dodatki zapobiegają przedwczesnemu sieciowaniu monomerów, dopóki nie zostaną zmieszane z odczynnikiem B. 
  Odczynnik B:  
 Aktywuje reakcję chemiczną w odczynniku A, łącząc wszystkie monomery w celu uzyskania unikalnego, płynnego ślizgu kostki. Wydłuża trwałość tego efektu, dzięki czemu uczucie płynności utrzymuje się przez długi czas podczas normalnego użytkowania łamigłówki. Celeritas nie jest zwykłym smarem na bazie wody lub silikonu. Łączy w sobie najlepsze cechy różnych typów smarów, tworząc wyjątkowy produkt. 
  Instrukcja użycia:  
 
 Dodaj  1-2 krople  odczynnika A do czystej i suchej kostki, która została wcześniej oczyszczona z innych smarów. Nie dodawaj zbyt dużo, ponieważ początkowa śliskość odczynnika A jest znacząco inna od końcowego efektu. Dodanie zbyt dużej ilości sprawi, że kostka będzie zbyt wolna. Wykonaj wiele obrotów, aby upewnić się, że Reagent A równomiernie pokrył wewnętrzne powierzchnie kostki. Powinno to zająć około  dwóch ułożeń . 
 Dodaj  2-3 krople  odczynnika B i natychmiast zacznij obracać kostkę, aby zapewnić równomierną reakcję między dwoma składnikami. 
 Po tym kroku kostka może być  zbyt szybka lub zbyt wolna . Jeśli jest za szybka, zaleca się użycie gęstego smaru silikonowego, aby spowolnić jej ruchy. Jeśli jest zbyt wolna, zaleca się wyczyszczenie kostki i dodanie mniejszej ilości odczynnika A.";https://strefa-kostek.pl/33125-home_default/smar-cubicle-angstrom-celeritas.jpg, https://strefa-kostek.pl/33125-thickbox_default/smar-cubicle-angstrom-celeritas.jpg
